,X,Y,Z,t
0,0.9997156424820148,-0.018992906938316213,0.014418864823718099,-0.18157125528337528
1,0.0008277284875550586,-0.5766612480684328,-0.8169829373014519,0.11742050047392828
2,0.023831681483334012,0.8167625569663375,-0.5764815491370795,0.5374896931203251
0,1978.58349609375,0.0,969.4171752929688,
1,0.0,1978.58349609375,553.3491821289062,
2,0.0,0.0,1.0,
